Timestamp,Edad,Departamento en el que vives actualmente,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ASP.NET],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [CGI / Perl ],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ColdFusion],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Java],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [PHP],Qué lenguaje servidor prefieres,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [AJAX],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [CSS],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Flash/ActionScript],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [HTML/XHTML],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Dreamweaver],"¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Eclipse (o derivados, como Aptana)]",¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Visual Studio],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Komodo],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [kompoZer],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [NetBeans],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor de textos],¿Cuál es tu ingreso mensual BRUTO (antes de descuentos) en soles?,Grado de instrucción,Situación laboral,¿Qué frameworks de JavaScript conoces?,Género,¿Qué sistema operativo usas principalmente para desarrollo web?,¿A través de qué medios aprendes sobre desarrollo web?,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Java (Applet)],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaFX],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaScript],¿Qué experiencia tienes con los siguientes lenguajes de cliente? [HTML/XHTML],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [BlueGriffon (NUEVO)],"En tu trabajo actual, ¿tu función principal es desarrollo web?",¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Python],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Ruby],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Silverlight],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [node.js (NUEVO)],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Dart (NUEVO)],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor simple de textos],¿Haces desarrollos para plataformas móviles? ¿Para cuáles? (NUEVO)
3/26/2014 1:09:46,24 - 30 años,Lima,1 a 3 años,No conozco,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,,,,,,,,De 3501 a 4500,Graduado de instituto,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,1 a 3 años,,,No,1 a 3 años,No conozco,Menos de 1 año,No conozco,,,"iOS, Windows Phone"
3/26/2014 1:16:25,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,1 a 3 años,Más de 6 años,,Más de 6 años,Más de 6 años,Menos de 1 año,Más de 6 años,,,,,,,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js, ember.js (NUEVO), jQuery, jQuery UI, MooTools, zepto.js (NUEVO)",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos en línea",No conozco,No conozco,Más de 6 años,,,Sí,No conozco,No conozco,No conozco,Menos de 1 año,,,"Android, iOS, Webapps móviles (en general)"
3/26/2014 1:23:02,24 - 30 años,Arequipa,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,De 2501 a 3500,En universidad o instituto,Trabajo como dependiente,"AngularJS (NUEVO), jQuery, jQuery UI",Masculino,Mac,Documentación en la web,No conozco,No conozco,1 a 3 años,,,Sí,1 a 3 años,Menos de 1 año,No conozco,No conozco,,,
3/26/2014 1:24:09,31 - 40 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,Más de 6 años,,4 a 6 años,Más de 6 años,4 a 6 años,Más de 6 años,,,,,,,,De 3501 a 4500,Graduado de universidad,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js, dojo, ember.js (NUEVO), jQuery, jQuery UI, MooTools, Prototype",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo",Menos de 1 año,No conozco,Más de 6 años,,,Sí,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,,,"Android, iOS"
3/26/2014 1:24:26,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente,"AngularJS (NUEVO), backbone.js, backbone.js + chaplin.js (NUEVO), backbone.marionette.js (NUEVO), ember.js (NUEVO), jQuery, jQuery UI, MooTools, Prototype",Masculino,Windows,"Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,Android
3/26/2014 1:31:58,17 - 23 años,Lima,No conozco,No conozco,No conozco,1 a 3 años,Menos de 1 año,,4 a 6 años,4 a 6 años,Menos de 1 año,4 a 6 años,,,,,,,,De 1501 a 2500,En universidad o instituto,Trabajo como independiente,"AngularJS (NUEVO), backbone.js, backbone.marionette.js (NUEVO), dojo, ember.js (NUEVO), jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI, zepto.js (NUEVO)",Masculino,Linux,"Documentación en la web, Cursos en línea",1 a 3 años,Menos de 1 año,4 a 6 años,,,Sí,1 a 3 años,Menos de 1 año,No conozco,1 a 3 años,,,Webapps móviles (en general)
3/26/2014 1:37:05,24 - 30 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,1 a 3 años,1 a 3 años,1 a 3 años,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente,"AngularJS (NUEVO), backbone.js, ember.js (NUEVO), jQuery, jQuery UI",Masculino,Linux,"Seminarios web, Documentación en la web, En la universidad o instituto, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,,No,No conozco,Menos de 1 año,No conozco,Menos de 1 año,,,Webapps móviles (en general)
3/26/2014 1:37:37,24 - 30 años,Lima,No conozco,Menos de 1 año,No conozco,1 a 3 años,4 a 6 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,De 2501 a 3500,Graduado de instituto,Trabajo como dependiente e independiente,"AngularJS (NUEVO), jQuery",Masculino,Linux,"Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea",No conozco,No conozco,1 a 3 años,,,Sí,1 a 3 años,1 a 3 años,No conozco,Menos de 1 año,,,"Android, Firefox OS"
3/26/2014 1:41:18,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"AngularJS (NUEVO), jQuery, jQuery UI, MooTools",Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea",No conozco,No conozco,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,
3/26/2014 1:42:23,24 - 30 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,No conozco,1 a 3 años,No conozco,1 a 3 años,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, Cursos en línea",No conozco,No conozco,Menos de 1 año,,,Sí,No conozco,No conozco,No conozco,No conozco,,,Webapps móviles (en general)
3/26/2014 1:56:25,24 - 30 años,Lima,1 a 3 años,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas",No conozco,No conozco,Menos de 1 año,,,No,No conozco,No conozco,No conozco,No conozco,,,Webapps móviles (en general)
3/26/2014 2:13:42,31 - 40 años,--Seleccione--,Menos de 1 año,No conozco,No conozco,Más de 6 años,Más de 6 años,,Más de 6 años,Más de 6 años,No conozco,Más de 6 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,"AngularJS (NUEVO), backbone.js, dojo, jQuery, jQuery UI, Prototype, YUI",Masculino,Linux,Documentación en la web,Menos de 1 año,No conozco,Más de 6 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,Android
3/26/2014 2:14:59,31 - 40 años,Lima,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,4 a 6 años,,Menos de 1 año,1 a 3 años,Menos de 1 año,4 a 6 años,,,,,,,,De 5501 a 6500,Graduado de instituto,Trabajo como independiente,"AngularJS (NUEVO), jQuery, jQuery UI",Masculino,Linux,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,4 a 6 años,,,Sí,1 a 3 años,1 a 3 años,No conozco,Menos de 1 año,,,Android
3/26/2014 2:17:57,24 - 30 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,4 a 6 años,1 a 3 años,4 a 6 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente e independiente,"AngularJS (NUEVO), jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea",No conozco,No conozco,1 a 3 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,"Android, Webapps móviles (en general)"
3/26/2014 2:18:20,24 - 30 años,Cusco,1 a 3 años,No conozco,No conozco,Menos de 1 año,1 a 3 años,,No conozco,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,No trabajo,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto",No conozco,No conozco,Menos de 1 año,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,Android
3/26/2014 3:12:18,24 - 30 años,Lima,No conozco,No conozco,No conozco,No conozco,Menos de 1 año,,1 a 3 años,4 a 6 años,No conozco,4 a 6 años,,,,,,,,De 1501 a 2500,Graduado de instituto,Trabajo como dependiente e independiente,"backbone.js, jQuery, jQuery UI",Masculino,Mac,"Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,4 a 6 años,,,Sí,No conozco,1 a 3 años,No conozco,No conozco,,,
3/26/2014 3:18:11,17 - 23 años,Lima,No conozco,No conozco,No conozco,1 a 3 años,No conozco,,No conozco,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"AngularJS (NUEVO), jQuery",Masculino,Linux,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,Menos de 1 año,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,"Android, Webapps móviles (en general)"
3/26/2014 3:41:03,17 - 23 años,Lambayeque,No conozco,No conozco,No conozco,1 a 3 años,1 a 3 años,,Menos de 1 año,1 a 3 años,1 a 3 años,1 a 3 años,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea",No conozco,No conozco,1 a 3 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/26/2014 3:47:34,24 - 30 años,Lima,1 a 3 años,1 a 3 años,No conozco,4 a 6 años,Menos de 1 año,,4 a 6 años,Más de 6 años,1 a 3 años,Más de 6 años,,,,,,,,De 5501 a 6500,Graduado de universidad,Trabajo como dependiente,"AngularJS (NUEVO), backbone.js, backbone.marionette.js (NUEVO), ember.js (NUEVO), jQuery, jQuery UI, zepto.js (NUEVO)",Masculino,Mac,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea",1 a 3 años,No conozco,4 a 6 años,,,Sí,1 a 3 años,Más de 6 años,Menos de 1 año,1 a 3 años,,,"Android, iOS, Webapps móviles (en general)"
3/26/2014 5:17:07,17 - 23 años,Lima,No conozco,No conozco,No conozco,1 a 3 años,No conozco,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Más de 10500,En universidad o instituto,Trabajo como dependiente,"backbone.js, ember.js (NUEVO), jQuery",Masculino,Mac,Documentación en la web,No conozco,No conozco,1 a 3 años,,,Sí,No conozco,1 a 3 años,No conozco,No conozco,,,
3/26/2014 7:55:13,24 - 30 años,--Seleccione--,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,No conozco,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,Menos de 1500 soles,Graduado de universidad,No trabajo,jQuery,Masculino,Windows,En grupos de amigos o compañeros de trabajo,Menos de 1 año,No conozco,No conozco,,,No,No conozco,No conozco,No conozco,No conozco,,,Android
3/26/2014 8:14:06,24 - 30 años,--Seleccione--,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente e independiente,"backbone.js, jQuery, jQuery UI, Extjs",Masculino,Windows,"Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo",Menos de 1 año,No conozco,Menos de 1 año,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,,Android
3/26/2014 8:14:47,24 - 30 años,Lima,No conozco,No conozco,No conozco,No conozco,Menos de 1 año,,Menos de 1 año,1 a 3 años,1 a 3 años,1 a 3 años,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI",Masculino,Linux,"Documentación en la web, Cursos en línea",No conozco,No conozco,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,
3/26/2014 8:17:04,31 - 40 años,Arequipa,No conozco,No conozco,No conozco,Menos de 1 año,4 a 6 años,,4 a 6 años,1 a 3 años,Menos de 1 año,Más de 6 años,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente e independiente,"dojo, jQuery, MooTools, Prototype",Masculino,Windows,Documentación en la web,No conozco,No conozco,4 a 6 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,iOS
3/26/2014 8:23:33,17 - 23 años,La Libertad,No conozco,No conozco,No conozco,1 a 3 años,Menos de 1 año,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente e independiente,jQuery,Femenino,Windows,"Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,Menos de 1 año,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,,
3/26/2014 8:26:46,31 - 40 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,No conozco,1 a 3 años,1 a 3 años,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"jQuery, MooTools, Prototype",Masculino,Windows,"Seminarios web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,,No,No conozco,No conozco,No conozco,No conozco,,,Firefox OS
3/26/2014 8:28:49,41 - 50 años,Lima,No conozco,1 a 3 años,No conozco,No conozco,Más de 6 años,,Más de 6 años,Más de 6 años,Menos de 1 año,Más de 6 años,,,,,,,,De 2501 a 3500,Maestría,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Linux,Documentación en la web,No conozco,No conozco,Más de 6 años,,,Sí,No conozco,No conozco,No conozco,Menos de 1 año,,,
3/26/2014 8:41:32,31 - 40 años,Lima,No conozco,No conozco,No conozco,No conozco,No conozco,,1 a 3 años,Más de 6 años,No conozco,Más de 6 años,,,,,,,,De 6501 a 7500,En universidad o instituto,Trabajo como dependiente e independiente,"jQuery, MooTools",Masculino,Mac,"Documentación en la web, Libros, revistas y otras publicaciones impresas",No conozco,No conozco,1 a 3 años,,,Sí,No conozco,No conozco,No conozco,Menos de 1 año,,,Webapps móviles (en general)
3/26/2014 8:48:20,24 - 30 años,Lima,4 a 6 años,No conozco,No conozco,1 a 3 años,Menos de 1 año,,4 a 6 años,4 a 6 años,No conozco,4 a 6 años,,,,,,,,De 5501 a 6500,Graduado de universidad,Trabajo como dependiente,"jQuery, jQuery UI, KnockoutJS, KendoUI",Masculino,Windows,"Seminarios web, Documentación en la web, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,4 a 6 años,,,Sí,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,,Windows Phone
3/26/2014 9:07:13,24 - 30 años,Cusco,Menos de 1 año,No conozco,No conozco,Menos de 1 año,4 a 6 años,,1 a 3 años,1 a 3 años,1 a 3 años,Más de 6 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Linux,"Documentación en la web, En la universidad o instituto, Cursos en línea",No conozco,No conozco,1 a 3 años,,,Sí,1 a 3 años,No conozco,No conozco,No conozco,,,
3/26/2014 9:09:30,24 - 30 años,--Seleccione--,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Linux,Documentación en la web,Menos de 1 año,No conozco,1 a 3 años,,,No,Menos de 1 año,No conozco,No conozco,No conozco,,,Android
3/26/2014 9:12:18,17 - 23 años,Lambayeque,No conozco,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI",Masculino,Windows,Documentación en la web,No conozco,No conozco,1 a 3 años,,,Sí,Menos de 1 año,No conozco,No conozco,1 a 3 años,,,
3/26/2014 9:50:36,31 - 40 años,Lima,Menos de 1 año,No conozco,No conozco,Más de 6 años,1 a 3 años,,1 a 3 años,4 a 6 años,1 a 3 años,Más de 6 años,,,,,,,,De 7501 a 8500,Maestría,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js, dojo, jQuery",Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",4 a 6 años,Menos de 1 año,4 a 6 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,,"Android, Blackberry"
3/26/2014 9:51:47,24 - 30 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,4 a 6 años,Menos de 1 año,4 a 6 años,,,,,,,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Mac,"Documentación en la web, Cursos en línea",No conozco,No conozco,1 a 3 años,,,Sí,Menos de 1 año,No conozco,No conozco,Menos de 1 año,,,
3/26/2014 9:55:19,17 - 23 años,Lima,No conozco,No conozco,No conozco,No conozco,Menos de 1 año,,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,"AngularJS (NUEVO), jQuery, jQuery UI, Prototype",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,Android
3/26/2014 9:58:28,24 - 30 años,Lima,Más de 6 años,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,4 a 6 años,1 a 3 años,No conozco,4 a 6 años,,,,,,,,De 6501 a 7500,Graduado de universidad,Trabajo como dependiente,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI, Prototype, knockout",Masculino,Windows,"Documentación en la web, Cursos en línea",No conozco,No conozco,4 a 6 años,,,Sí,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,,
3/26/2014 9:59:09,24 - 30 años,Arequipa,1 a 3 años,No conozco,No conozco,Más de 6 años,1 a 3 años,,Menos de 1 año,Menos de 1 año,Menos de 1 año,4 a 6 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,No trabajo,"backbone.js, backbone.js + chaplin.js (NUEVO), backbone.marionette.js (NUEVO), backbone.js + Thorax (NUEVO), dojo, jQuery",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo",4 a 6 años,4 a 6 años,4 a 6 años,,,Sí,1 a 3 años,Menos de 1 año,Menos de 1 año,No conozco,,,Android
3/26/2014 10:06:13,24 - 30 años,--Seleccione--,1 a 3 años,No conozco,No conozco,4 a 6 años,1 a 3 años,,Menos de 1 año,1 a 3 años,Más de 6 años,4 a 6 años,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente e independiente,"backbone.js, jQuery",Masculino,Windows,"En la universidad o instituto, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo",4 a 6 años,No conozco,Menos de 1 año,,,No,Menos de 1 año,No conozco,No conozco,No conozco,,,Android
3/26/2014 10:13:32,24 - 30 años,Arequipa,No conozco,No conozco,No conozco,Más de 6 años,Menos de 1 año,,4 a 6 años,4 a 6 años,No conozco,Más de 6 años,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas",Más de 6 años,No conozco,4 a 6 años,,,Sí,Menos de 1 año,No conozco,No conozco,Menos de 1 año,,,Webapps móviles (en general)
3/26/2014 10:15:59,17 - 23 años,Arequipa,No conozco,No conozco,No conozco,Más de 6 años,Menos de 1 año,,No conozco,No conozco,No conozco,Menos de 1 año,,,,,,,,De 2501 a 3500,Graduado de universidad,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Mac,Documentación en la web,Menos de 1 año,No conozco,No conozco,,,Sí,1 a 3 años,No conozco,No conozco,No conozco,,,
3/26/2014 10:21:13,17 - 23 años,Lima,Menos de 1 año,1 a 3 años,Menos de 1 año,Menos de 1 año,4 a 6 años,,Menos de 1 año,4 a 6 años,4 a 6 años,Más de 6 años,,,,,,,,De 1501 a 2500,Escolar,Trabajo como independiente,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI, MooTools, Prototype, YUI",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",1 a 3 años,1 a 3 años,Más de 6 años,,,Sí,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,Android
3/26/2014 10:22:14,24 - 30 años,--Seleccione--,4 a 6 años,No conozco,No conozco,4 a 6 años,4 a 6 años,,4 a 6 años,4 a 6 años,4 a 6 años,4 a 6 años,,,,,,,,De 3501 a 4500,Graduado de universidad,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI",Masculino,Windows,Documentación en la web,4 a 6 años,Menos de 1 año,4 a 6 años,,,Sí,1 a 3 años,1 a 3 años,Menos de 1 año,Menos de 1 año,,,"Android, Blackberry, Webapps móviles (en general)"
3/26/2014 10:23:40,31 - 40 años,Lima,1 a 3 años,1 a 3 años,Menos de 1 año,Menos de 1 año,Más de 6 años,,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,,,,,,,,De 3501 a 4500,Maestría,Trabajo como dependiente e independiente,"jQuery, jQuery UI, MooTools, Prototype",Masculino,Windows,"Documentación en la web, Cursos en línea",Menos de 1 año,Menos de 1 año,Más de 6 años,,,Sí,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,Webapps móviles (en general)
3/26/2014 10:23:42,24 - 30 años,Lima,1 a 3 años,No conozco,No conozco,1 a 3 años,Menos de 1 año,,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,,,,,,Menos de 1500 soles,Graduado de instituto,Trabajo como dependiente,,Masculino,Windows,"Libros, revistas y otras publicaciones impresas, Cursos en línea",Menos de 1 año,Menos de 1 año,Menos de 1 año,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/26/2014 10:24:19,41 - 50 años,Lima,4 a 6 años,4 a 6 años,Menos de 1 año,Más de 6 años,Más de 6 años,,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,,,,,,,,De 2501 a 3500,Graduado de universidad,Trabajo como dependiente,"jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI",Masculino,Linux,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Más de 6 años,Más de 6 años,Más de 6 años,,,Sí,1 a 3 años,1 a 3 años,Más de 6 años,Menos de 1 año,,,"Android, Blackberry, iOS, Webapps móviles (en general)"
3/26/2014 10:28:02,31 - 40 años,Piura,No conozco,No conozco,No conozco,No conozco,Más de 6 años,,No conozco,No conozco,No conozco,1 a 3 años,,,,,,,,De 4501 a 5500,Maestría,Trabajo como dependiente,jQuery,Masculino,Windows,Cursos en línea,No conozco,No conozco,Menos de 1 año,,,No,No conozco,No conozco,No conozco,No conozco,,,
