"Timestamp","Edad","Departamento en el que vives actualmente","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ASP.NET]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [CGI / Perl ]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ColdFusion]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Java]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [PHP]","Qué lenguaje servidor prefieres","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [AJAX]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [CSS]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Flash/ActionScript]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [HTML/XHTML]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Dreamweaver]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Eclipse (o derivados, como Aptana)]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Visual Studio]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Komodo]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [kompoZer]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [NetBeans]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor de textos]","¿Cuál es tu ingreso mensual bruto en soles?","Grado de instrucción","Situación laboral","¿Qué frameworks de JavaScript conoces?","Sexo","¿Qué sistema operativo usas principalmente para desarrollo web?","¿A través de qué medios aprendes sobre desarrollo web?","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Java (Applet)]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaFX]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaScript]","¿Qué experiencia tienes con los siguientes lenguajes de cliente? [HTML/XHTML]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [BlueGriffon (NUEVO)]","En tu trabajo actual, ¿tu función principal es desarrollo web?","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Python]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Ruby]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Silverlight]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [node.js (NUEVO)]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Dart (NUEVO)]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor simple de textos]"
2/23/2012 21:50:54,"17 - 23 años","Junín","Menos de 1 año","Menos de 1 año","Menos de 1 año","4 a 6 años","1 a 3 años",,"1 a 3 años","4 a 6 años","Menos de 1 año","Más de 6 años","1 año o menos","1 año o menos","1 a 3 años","1 año o menos","1 año o menos","4 a 6 años",,"Menos de 1500 soles","En universidad o instituto","Trabajo como independiente","dojo, jQuery, jQuery UI, MooTools","Masculino","Linux","Documentación en la web, En la universidad o instituto, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","1 a 3 años","Menos de 1 año","4 a 6 años",,"1 año o menos","Sí","1 a 3 años","Menos de 1 año","No conozco","Menos de 1 año",,"4 a 6 años"
2/23/2012 22:03:35,"31 - 40 años","Arequipa","Más de 6 años","4 a 6 años","No conozco","Más de 6 años","Más de 6 años",,"1 a 3 años","Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años","1 a 3 años","Más de 6 años","No conozco","No conozco","Más de 6 años",,"De 1501 a 2500","Graduado de instituto","Trabajo como dependiente e independiente","jQuery, jQuery UI, MooTools, Prototype, YUI","Masculino","Windows","Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)","Más de 6 años","No conozco","1 a 3 años",,"No conozco","Sí","No conozco","Menos de 1 año","1 a 3 años","No conozco",,"Más de 6 años"
2/23/2012 22:05:06,"24 - 30 años","Arequipa","No conozco","1 a 3 años","No conozco","Más de 6 años","1 a 3 años",,"Más de 6 años","Más de 6 años","1 a 3 años","Más de 6 años","1 a 3 años","Más de 6 años","1 a 3 años","No conozco","No conozco","1 a 3 años",,"De 4501 a 5500","Maestría","Trabajo como dependiente e independiente","dojo, jQuery, jQuery UI, Prototype, script.aculo.us, YUI, GWT","Masculino","Linux","Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","Más de 6 años","Menos de 1 año","Más de 6 años",,"No conozco","No","Menos de 1 año","Menos de 1 año","No conozco","Menos de 1 año",,"1 a 3 años"
2/23/2012 23:09:37,"17 - 23 años","Lima","Menos de 1 año","No conozco","No conozco","1 a 3 años","Menos de 1 año",,"1 a 3 años","1 a 3 años","Menos de 1 año","Menos de 1 año","1 año o menos","1 a 3 años","1 a 3 años","No conozco","No conozco","1 a 3 años",,"De 1501 a 2500","Graduado de universidad","Trabajo como independiente","jQuery, jQuery UI, Prototype","Masculino","Windows","Documentación en la web, Cursos en línea","Menos de 1 año","No conozco","1 a 3 años",,"No conozco","No","Menos de 1 año","No conozco","Menos de 1 año","No conozco",,"1 año o menos"
2/23/2012 23:27:34,"24 - 30 años","Arequipa","No conozco","No conozco","No conozco","Menos de 1 año","Menos de 1 año",,"Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 año o menos","1 año o menos","1 a 3 años","No conozco","No conozco","1 año o menos",,"Menos de 1500 soles","En universidad o instituto","Trabajo como independiente","jQuery, jQuery UI","Masculino","Windows","Documentación en la web, En la universidad o instituto","No conozco","Menos de 1 año","Menos de 1 año",,"No conozco","No","No conozco","No conozco","No conozco","No conozco",,"4 a 6 años"
2/24/2012 0:45:11,"31 - 40 años","Puno","No conozco","Menos de 1 año","No conozco","1 a 3 años","4 a 6 años",,"1 a 3 años","1 a 3 años","4 a 6 años","Más de 6 años","4 a 6 años","1 a 3 años","1 a 3 años","No conozco","No conozco","1 a 3 años",,"De 2501 a 3500","Maestría","Trabajo como dependiente e independiente","jQuery, jQuery UI","Masculino","Windows","Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas","4 a 6 años","1 a 3 años","1 a 3 años",,"No conozco","Sí","4 a 6 años","No conozco","No conozco","No conozco",,"1 a 3 años"
2/24/2012 1:04:39,"17 - 23 años","Lima","No conozco","No conozco","1 a 3 años","1 a 3 años","1 a 3 años",,"1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","No conozco","No conozco","No conozco","No conozco","1 a 3 años",,"Menos de 1500 soles","En universidad o instituto","Trabajo como dependiente e independiente","jQuery, jQuery UI","Masculino","Linux","Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, Comunidades locales de desarrolladores (NUEVO)","1 a 3 años","1 a 3 años","1 a 3 años",,"1 a 3 años","Sí","1 a 3 años","No conozco","No conozco","No conozco",,"1 a 3 años"
2/24/2012 1:23:00,"31 - 40 años","Tacna","No conozco","No conozco","No conozco","Menos de 1 año","Menos de 1 año",,"Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 año o menos","1 año o menos","1 año o menos","No conozco","No conozco","No conozco",,"Menos de 1500 soles","Graduado de universidad","Trabajo como dependiente","jQuery, jQuery UI","Masculino","Windows","Documentación en la web, Cursos en línea","Menos de 1 año","No conozco","Menos de 1 año",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"1 año o menos"
2/24/2012 1:25:12,"24 - 30 años","Lima","Menos de 1 año","No conozco","No conozco","No conozco","1 a 3 años",,"Menos de 1 año","1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","No conozco","1 año o menos","No conozco","1 a 3 años","No conozco",,"Menos de 1500 soles","Graduado de instituto","Trabajo como dependiente","jQuery, MooTools","Masculino","Linux","Seminarios web, Documentación en la web, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)","Menos de 1 año","No conozco","1 a 3 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"1 a 3 años"
2/24/2012 8:30:30,"17 - 23 años","Lima","1 a 3 años","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año",,"1 a 3 años","1 a 3 años","Menos de 1 año","Más de 6 años","1 a 3 años","1 año o menos","Más de 6 años","No conozco","No conozco","1 a 3 años",,"De 2501 a 3500","Graduado de universidad","Trabajo como dependiente e independiente","jQuery, jQuery UI","Masculino","Windows","Seminarios web, Documentación en la web","No conozco","No conozco","Menos de 1 año",,"No conozco","No","Menos de 1 año","No conozco","Menos de 1 año","No conozco",,"Más de 6 años"
2/24/2012 8:42:20,"24 - 30 años","Arequipa","Menos de 1 año","Menos de 1 año","No conozco","1 a 3 años","Menos de 1 año",,"Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 año o menos","1 año o menos","1 año o menos","No conozco","No conozco","1 año o menos",,"Menos de 1500 soles","Graduado de instituto","No trabajo","jQuery","Femenino","Windows","Documentación en la web, En la universidad o instituto","Menos de 1 año","Menos de 1 año","Menos de 1 año",,"No conozco","No","No conozco","No conozco","No conozco","No conozco",,"1 año o menos"
2/24/2012 8:57:36,"24 - 30 años","Lima","Menos de 1 año","No conozco","No conozco","Menos de 1 año","Menos de 1 año",,"Menos de 1 año","Menos de 1 año","1 a 3 años","4 a 6 años","4 a 6 años","1 a 3 años","1 a 3 años","No conozco","No conozco","1 a 3 años",,"De 1501 a 2500","En universidad o instituto","Trabajo como dependiente e independiente","jQuery","Masculino","Windows","Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores)","No conozco","Menos de 1 año","Menos de 1 año",,"No conozco","No","No conozco","No conozco","No conozco","No conozco",,"1 año o menos"
2/24/2012 9:43:37,"17 - 23 años","Lima","Menos de 1 año","Menos de 1 año","No conozco","No conozco","Más de 6 años",,"Más de 6 años","Más de 6 años","Menos de 1 año","Más de 6 años","1 año o menos","1 año o menos","1 año o menos","No conozco","No conozco","1 a 3 años",,"Más de 10500","Escolar","Trabajo como dependiente e independiente","jQuery, jQuery UI, Prototype","Masculino","Mac","Documentación en la web","No conozco","No conozco","Más de 6 años",,"No conozco","Sí","No conozco","Menos de 1 año","No conozco","No conozco",,"1 a 3 años"
2/24/2012 9:45:12,"24 - 30 años","Lima","Menos de 1 año","Menos de 1 año","No conozco","Menos de 1 año","4 a 6 años",,"4 a 6 años","4 a 6 años","Menos de 1 año","1 a 3 años","No conozco","4 a 6 años","4 a 6 años","1 año o menos","No conozco","1 a 3 años",,"De 2501 a 3500","Graduado de universidad","Trabajo como dependiente e independiente","backbone.js (NUEVO), jQuery, jQuery UI, MooTools, Prototype, YUI","Masculino","Linux","Seminarios web, Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","1 a 3 años","No conozco","4 a 6 años",,"No conozco","Sí","1 a 3 años","Menos de 1 año","Menos de 1 año","Menos de 1 año",,"Más de 6 años"
2/24/2012 9:46:49,"24 - 30 años","Lima","No conozco","No conozco","No conozco","1 a 3 años","Menos de 1 año",,"Menos de 1 año","Menos de 1 año","Menos de 1 año","1 a 3 años","1 año o menos","1 año o menos","1 año o menos","No conozco","No conozco","1 a 3 años",,"De 1501 a 2500","Graduado de universidad","Trabajo como dependiente","jQuery","Femenino","Windows","Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores)","Menos de 1 año","No conozco","Menos de 1 año",,"No conozco","No","No conozco","No conozco","No conozco","No conozco",,"1 a 3 años"
2/24/2012 9:55:09,"17 - 23 años","Áncash","No conozco","No conozco","No conozco","No conozco","No conozco",,"1 a 3 años","1 a 3 años","No conozco","4 a 6 años","4 a 6 años","1 a 3 años","No conozco","No conozco","No conozco","No conozco",,"De 6501 a 7500","Escolar","Trabajo como independiente","backbone.js (NUEVO)","Femenino","Linux","Documentación en la web, Cursos en línea","No conozco","No conozco","4 a 6 años",,"No conozco","Sí","1 a 3 años","1 a 3 años","No conozco","Menos de 1 año",,"4 a 6 años"
2/24/2012 10:04:09,"24 - 30 años","Lima","1 a 3 años","No conozco","No conozco","Menos de 1 año","No conozco",,"1 a 3 años","1 a 3 años","Menos de 1 año","Menos de 1 año","1 a 3 años","1 año o menos","1 a 3 años","No conozco","No conozco","No conozco",,"De 1501 a 2500","Graduado de universidad","Trabajo como dependiente","jQuery","Masculino","Windows","Seminarios web, Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","Menos de 1 año","No conozco","Menos de 1 año",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"1 a 3 años"
2/24/2012 10:20:09,"24 - 30 años","Lima","No conozco","No conozco","No conozco","4 a 6 años","Menos de 1 año",,"Menos de 1 año","1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","4 a 6 años","1 año o menos","No conozco","No conozco","1 a 3 años",,"De 3501 a 4500","Graduado de universidad","Trabajo como dependiente","jQuery","Masculino","Windows","Documentación en la web","1 a 3 años","Menos de 1 año","4 a 6 años",,"No conozco","No","No conozco","No conozco","No conozco","No conozco",,"4 a 6 años"
2/24/2012 10:27:21,"31 - 40 años","Lima","No conozco","1 a 3 años","No conozco","No conozco","No conozco",,"1 a 3 años","1 a 3 años","No conozco","1 a 3 años","No conozco","No conozco","No conozco","No conozco","No conozco","No conozco",,"De 4501 a 5500","Graduado de universidad","Trabajo como independiente","jQuery, jQuery UI","Masculino","Mac","Documentación en la web, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)","No conozco","No conozco","1 a 3 años",,"No conozco","Sí","No conozco","1 a 3 años","No conozco","No conozco",,"Más de 6 años"
2/24/2012 10:45:59,"17 - 23 años","Lima","Menos de 1 año","Menos de 1 año","Menos de 1 año","4 a 6 años","4 a 6 años",,"1 a 3 años","4 a 6 años","Menos de 1 año","4 a 6 años","1 año o menos","1 a 3 años","1 año o menos","1 año o menos","1 año o menos","1 año o menos",,"De 3501 a 4500","En universidad o instituto","Trabajo como independiente","backbone.js (NUEVO), jQuery, jQuery UI","Masculino","Mac","Seminarios web, Documentación en la web","1 a 3 años","1 a 3 años","4 a 6 años",,"1 año o menos","Sí","Menos de 1 año","1 a 3 años","No conozco","Menos de 1 año",,"4 a 6 años"
2/24/2012 10:47:48,"17 - 23 años","Lima","Menos de 1 año","No conozco","No conozco","1 a 3 años","Menos de 1 año",,"1 a 3 años","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 año o menos","1 a 3 años","1 año o menos","No conozco","No conozco","1 año o menos",,"De 1501 a 2500","Graduado de universidad","Trabajo como dependiente","jQuery, jQuery UI, Prototype, YUI","Masculino","Windows","Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo","Menos de 1 año","No conozco","1 a 3 años",,"No conozco","Sí","No conozco","No conozco","Menos de 1 año","No conozco",,"1 año o menos"
2/24/2012 10:48:30,"24 - 30 años","--Seleccione--","No conozco","No conozco","No conozco","1 a 3 años","No conozco",,"1 a 3 años","Menos de 1 año","No conozco","1 a 3 años","No conozco","1 a 3 años","No conozco","No conozco","No conozco","1 a 3 años",,"De 2501 a 3500","Graduado de universidad","Trabajo como dependiente","dojo","Masculino","Windows","Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas","Menos de 1 año","No conozco","1 a 3 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"1 año o menos"
2/24/2012 11:14:00,"24 - 30 años","--Seleccione--","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 a 3 años","1 a 3 años",,"1 a 3 años","4 a 6 años","Menos de 1 año","Más de 6 años","1 año o menos","1 año o menos","1 año o menos","1 año o menos","1 a 3 años","4 a 6 años",,"De 1501 a 2500","En universidad o instituto","Trabajo como independiente","dojo, jQuery, jQuery UI, Prototype, script.aculo.us","Masculino","Linux","Documentación en la web","Menos de 1 año","4 a 6 años","Más de 6 años",,"1 a 3 años","Sí","1 a 3 años","1 a 3 años","1 a 3 años","Menos de 1 año",,"Más de 6 años"
2/24/2012 11:15:52,"24 - 30 años","La Libertad","Menos de 1 año","No conozco","No conozco","Menos de 1 año","Menos de 1 año",,"1 a 3 años","1 a 3 años","No conozco","1 a 3 años","1 año o menos","1 año o menos","1 a 3 años","No conozco","No conozco","1 a 3 años",,"De 4501 a 5500","Graduado de universidad","Trabajo como dependiente e independiente","backbone.js (NUEVO), jQuery, jQuery UI","Masculino","Mac","Documentación en la web, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","No conozco","Menos de 1 año","1 a 3 años",,"No conozco","Sí","Menos de 1 año","1 a 3 años","No conozco","Menos de 1 año",,"1 a 3 años"
2/24/2012 11:25:36,"24 - 30 años","Lima","Menos de 1 año","No conozco","No conozco","1 a 3 años","4 a 6 años",,"4 a 6 años","4 a 6 años","1 a 3 años","4 a 6 años","4 a 6 años","4 a 6 años","1 año o menos","1 año o menos","No conozco","1 a 3 años",,"De 2501 a 3500","Graduado de universidad","Trabajo como dependiente","jQuery, jQuery UI, jQuery Mobile","Masculino","Windows","Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea","Menos de 1 año","No conozco","4 a 6 años",,"No conozco","Sí","Menos de 1 año","No conozco","No conozco","No conozco",,"4 a 6 años"
2/24/2012 11:36:16,"24 - 30 años","Lima","Menos de 1 año","No conozco","No conozco","1 a 3 años","4 a 6 años",,"1 a 3 años","4 a 6 años","No conozco","Más de 6 años","No conozco","4 a 6 años","4 a 6 años","1 a 3 años","No conozco","4 a 6 años",,"De 2501 a 3500","Graduado de instituto","Trabajo como independiente","backbone.js (NUEVO), jQuery, jQuery UI","Masculino","Linux","Documentación en la web, En grupos de amigos o compañeros de trabajo","No conozco","No conozco","Más de 6 años",,"No conozco","Sí","1 a 3 años","1 a 3 años","No conozco","1 a 3 años",,"4 a 6 años"
2/24/2012 11:55:06,"24 - 30 años","Lima","No conozco","Menos de 1 año","No conozco","1 a 3 años","1 a 3 años",,"1 a 3 años","1 a 3 años","No conozco","1 a 3 años","No conozco","No conozco","1 año o menos","No conozco","No conozco","1 a 3 años",,"De 2501 a 3500","Graduado de universidad","Trabajo como dependiente","backbone.js (NUEVO), jQuery, jQuery UI","Masculino","Linux","Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","No conozco","No conozco","Menos de 1 año",,"No conozco","Sí","1 a 3 años","1 a 3 años","No conozco","Menos de 1 año",,"4 a 6 años"
2/24/2012 12:32:33,"31 - 40 años","Arequipa","No conozco","No conozco","No conozco","1 a 3 años","1 a 3 años",,"Menos de 1 año","Menos de 1 año","No conozco","Menos de 1 año","No conozco","1 a 3 años","1 año o menos","No conozco","No conozco","1 a 3 años",,"Menos de 1500 soles","Graduado de universidad","Trabajo como independiente","jQuery","Masculino","Windows","Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo","Menos de 1 año","No conozco","1 a 3 años",,"No conozco","Sí","No conozco","No conozco","Menos de 1 año","No conozco",,"1 a 3 años"
2/24/2012 12:45:24,"24 - 30 años","Lima","Menos de 1 año","No conozco","No conozco","Menos de 1 año","Más de 6 años",,"1 a 3 años","1 a 3 años","Menos de 1 año","1 a 3 años","Más de 6 años","1 año o menos","1 año o menos","1 año o menos","1 año o menos","1 año o menos",,"De 1501 a 2500","Graduado de instituto","Trabajo como dependiente e independiente","jQuery, jQuery UI","Masculino","Windows","Documentación en la web, En grupos de amigos o compañeros de trabajo","Menos de 1 año","Menos de 1 año","4 a 6 años",,"1 año o menos","Sí","Menos de 1 año","Menos de 1 año","No conozco","No conozco",,"Más de 6 años"
2/24/2012 13:13:56,"24 - 30 años","Lima","Menos de 1 año","No conozco","No conozco","Menos de 1 año","1 a 3 años",,"Menos de 1 año","4 a 6 años","1 a 3 años","4 a 6 años","1 a 3 años","4 a 6 años","1 año o menos","1 año o menos","No conozco","1 año o menos",,"De 3501 a 4500","Graduado de universidad","Trabajo como dependiente e independiente","dojo, jQuery, jQuery UI, MooTools","Masculino","Linux","Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea","No conozco","No conozco","1 a 3 años",,"No conozco","Sí","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año",,"No conozco"
2/24/2012 13:38:01,"17 - 23 años","Lima","No conozco","Menos de 1 año","No conozco","Menos de 1 año","1 a 3 años",,"No conozco","1 a 3 años","Menos de 1 año","1 a 3 años","1 año o menos","1 año o menos","No conozco","No conozco","1 año o menos","1 año o menos",,"Menos de 1500 soles","En universidad o instituto","Trabajo como dependiente e independiente","jQuery","Masculino","Linux","Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo","No conozco","No conozco","1 a 3 años",,"No conozco","Sí","1 a 3 años","1 a 3 años","No conozco","No conozco",,"1 a 3 años"
2/24/2012 14:43:54,"31 - 40 años","Lima","Más de 6 años","Menos de 1 año","No conozco","Menos de 1 año","No conozco",,"Menos de 1 año","1 a 3 años","Menos de 1 año","Más de 6 años","1 año o menos","No conozco","Más de 6 años","No conozco","No conozco","No conozco",,"De 4501 a 5500","Graduado de universidad","Trabajo como dependiente","jQuery","Femenino","Windows","Documentación en la web, Libros, revistas y otras publicaciones impresas","Menos de 1 año","No conozco","1 a 3 años",,"No conozco","No","No conozco","No conozco","No conozco","No conozco",,"Más de 6 años"
2/24/2012 15:09:28,"17 - 23 años","Arequipa","1 a 3 años","Menos de 1 año","No conozco","4 a 6 años","4 a 6 años",,"4 a 6 años","4 a 6 años","Menos de 1 año","4 a 6 años","1 año o menos","4 a 6 años","1 año o menos","No conozco","No conozco","4 a 6 años",,"Menos de 1500 soles","En universidad o instituto","Trabajo como dependiente","dojo, jQuery, jQuery UI","Masculino","Linux","Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea","Menos de 1 año","No conozco","4 a 6 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"4 a 6 años"
2/24/2012 15:19:40,"24 - 30 años","Lima","1 a 3 años","No conozco","No conozco","4 a 6 años","No conozco",,"4 a 6 años","4 a 6 años","1 a 3 años","4 a 6 años","4 a 6 años","4 a 6 años","1 a 3 años","No conozco","No conozco","4 a 6 años",,"De 5501 a 6500","Graduado de instituto","Trabajo como dependiente","dojo, jQuery, jQuery UI, YUI","Masculino","Windows","Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","4 a 6 años","Menos de 1 año","4 a 6 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"4 a 6 años"
2/24/2012 17:31:52,"24 - 30 años","Lima","No conozco","No conozco","No conozco","Menos de 1 año","Más de 6 años",,"Más de 6 años","Menos de 1 año","No conozco","1 a 3 años","1 año o menos","1 a 3 años","4 a 6 años","No conozco","No conozco","4 a 6 años",,"De 3501 a 4500","Graduado de universidad","Trabajo como dependiente","jQuery, jQuery UI, Prototype, script.aculo.us, YUI","Masculino","Linux","Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo","Menos de 1 año","No conozco","4 a 6 años",,"No conozco","Sí","Menos de 1 año","Menos de 1 año","No conozco","Menos de 1 año",,"1 a 3 años"
2/24/2012 17:33:58,"17 - 23 años","La Libertad","Menos de 1 año","No conozco","No conozco","Menos de 1 año","1 a 3 años",,"Menos de 1 año","Menos de 1 año","1 a 3 años","Menos de 1 año","1 año o menos","1 año o menos","1 a 3 años","No conozco","No conozco","1 a 3 años",,"De 2501 a 3500","Graduado de universidad","Trabajo como dependiente","jQuery","Masculino","Windows","Seminarios web, Documentación en la web, En grupos de amigos o compañeros de trabajo","No conozco","No conozco","Menos de 1 año",,"No conozco","Sí","No conozco","No conozco","No conozco","Menos de 1 año",,"1 a 3 años"
2/24/2012 17:38:56,"24 - 30 años","Lima","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 a 3 años",,"No conozco","No conozco","No conozco","No conozco","No conozco","No conozco","No conozco","No conozco","No conozco","No conozco",,"De 3501 a 4500","En universidad o instituto","Trabajo como dependiente e independiente","backbone.js (NUEVO), dojo, jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI, Raphael","Masculino","Windows","Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","No conozco","No conozco","No conozco",,"No conozco","Sí","Menos de 1 año","Menos de 1 año","No conozco","1 a 3 años",,"No conozco"
2/24/2012 18:12:09,"24 - 30 años","Lima","No conozco","No conozco","No conozco","Más de 6 años","Más de 6 años",,"4 a 6 años","Más de 6 años","No conozco","Más de 6 años","1 año o menos","1 año o menos","1 año o menos","1 año o menos","1 año o menos","1 año o menos",,"Menos de 1500 soles","En universidad o instituto","Trabajo como independiente","jQuery, MooTools","Femenino","Linux","Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea","No conozco","No conozco","Más de 6 años",,"1 año o menos","No","No conozco","No conozco","No conozco","No conozco",,"Más de 6 años"
2/24/2012 18:17:49,"24 - 30 años","La Libertad","Menos de 1 año","No conozco","No conozco","1 a 3 años","4 a 6 años",,"Menos de 1 año","1 a 3 años","4 a 6 años","Más de 6 años","Más de 6 años","1 año o menos","1 año o menos","No conozco","No conozco","Más de 6 años",,"De 2501 a 3500","Maestría","Trabajo como dependiente e independiente","jQuery","Masculino","Windows","Documentación en la web, Libros, revistas y otras publicaciones impresas","Menos de 1 año","No conozco","4 a 6 años",,"No conozco","No","No conozco","No conozco","No conozco","No conozco",,"1 año o menos"
2/24/2012 18:35:50,"24 - 30 años","Lima","4 a 6 años","No conozco","No conozco","1 a 3 años","No conozco",,"1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","Más de 6 años","No conozco","No conozco","1 año o menos",,"De 3501 a 4500","Maestría","Trabajo como dependiente","jQuery, jQuery UI","Femenino","Windows","Seminarios web, Documentación en la web, En la universidad o instituto","Menos de 1 año","Menos de 1 año","1 a 3 años",,"No conozco","No","No conozco","No conozco","No conozco","No conozco",,"Más de 6 años"
2/25/2012 0:41:11,"24 - 30 años","Lima","No conozco","No conozco","No conozco","No conozco","Menos de 1 año",,"No conozco","1 a 3 años","Menos de 1 año","1 a 3 años","4 a 6 años","1 año o menos","No conozco","No conozco","No conozco","No conozco",,"De 1501 a 2500","En universidad o instituto","Trabajo como dependiente","jQuery","Masculino","Windows","Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo","No conozco","No conozco","Menos de 1 año",,"No conozco","Sí","Menos de 1 año","No conozco","No conozco","Menos de 1 año",,"1 año o menos"
