Timestamp,Edad,Departamento en el que vives actualmente,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ASP.NET],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [CGI / Perl ],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ColdFusion],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Java],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [PHP],Qué lenguaje servidor prefieres,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [AJAX],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [CSS],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Flash/ActionScript],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [HTML/XHTML],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Dreamweaver],"¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Eclipse (o derivados, como Aptana)]",¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Visual Studio],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Komodo],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [kompoZer],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [NetBeans],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor de textos],¿Cuál es tu ingreso mensual bruto en soles?,Grado de instrucción,Situación laboral,¿Qué frameworks de JavaScript conoces?,Sexo,¿Qué sistema operativo usas principalmente para desarrollo web?,¿A través de qué medios aprendes sobre desarrollo web?,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Java (Applet)],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaFX],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaScript],¿Qué experiencia tienes con los siguientes lenguajes de cliente? [HTML/XHTML],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [BlueGriffon (NUEVO)],"En tu trabajo actual, ¿tu función principal es desarrollo web?",¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Python],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Ruby],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Silverlight],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [node.js (NUEVO)],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Dart (NUEVO)],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor simple de textos]
41369.5258912037,24 - 30 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,1 año o menos,1 año o menos,1 año o menos,No conozco,No conozco,1 año o menos,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente e independiente,"jQuery, jQuery UI, MooTools, Prototype",Masculino,Linux,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,No conozco,Sí,No conozco,1 a 3 años,No conozco,Menos de 1 año,,1 a 3 años
41369.5265856482,24 - 30 años,Lima,1 a 3 años,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 año o menos,1 a 3 años,4 a 6 años,1 año o menos,1 año o menos,1 a 3 años,,De 1501 a 2500,Graduado de instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Femenino,Windows,"Documentación en la web, En la universidad o instituto, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,Menos de 1 año,,1 año o menos,Sí,Menos de 1 año,1 a 3 años,Menos de 1 año,No conozco,,1 a 3 años
41369.5267824074,24 - 30 años,Lima,No conozco,Menos de 1 año,No conozco,No conozco,Más de 6 años,,1 a 3 años,Más de 6 años,Menos de 1 año,Más de 6 años,1 año o menos,4 a 6 años,1 año o menos,1 año o menos,1 año o menos,1 a 3 años,,De 4501 a 5500,Maestría,Trabajo como dependiente e independiente,"backbone.js (NUEVO), jQuery, jQuery UI, Angular.js",Masculino,Linux,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, Comunidades locales de desarrolladores (NUEVO), MOOC",Menos de 1 año,No conozco,Más de 6 años,,No conozco,Sí,4 a 6 años,4 a 6 años,No conozco,Menos de 1 año,,Más de 6 años
41369.5275231482,31 - 40 años,Lima,4 a 6 años,No conozco,No conozco,No conozco,Más de 6 años,,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,1 año o menos,Más de 6 años,No conozco,No conozco,No conozco,,De 2501 a 3500,Graduado de instituto,Trabajo como dependiente,"backbone.js (NUEVO), dojo, jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI",Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas",No conozco,No conozco,Más de 6 años,,No conozco,Sí,No conozco,No conozco,Menos de 1 año,No conozco,,1 año o menos
41369.5275578704,31 - 40 años,Lima,4 a 6 años,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,4 a 6 años,1 año o menos,4 a 6 años,No conozco,No conozco,1 año o menos,,De 4501 a 5500,Maestría,Trabajo como dependiente,jQuery,Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,No conozco,No,1 a 3 años,No conozco,Menos de 1 año,No conozco,,1 a 3 años
41369.5282175926,24 - 30 años,Lima,1 a 3 años,No conozco,No conozco,1 a 3 años,Más de 6 años,,1 a 3 años,1 a 3 años,4 a 6 años,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,No conozco,No conozco,Más de 6 años,,De 3501 a 4500,En universidad o instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Masculino,Windows,Documentación en la web,1 a 3 años,No conozco,4 a 6 años,,No conozco,No,No conozco,No conozco,No conozco,No conozco,,Más de 6 años
41369.5282638889,24 - 30 años,Lima,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,,1 a 3 años,4 a 6 años,Menos de 1 año,4 a 6 años,1 año o menos,1 año o menos,1 a 3 años,1 año o menos,1 año o menos,1 a 3 años,,De 2501 a 3500,Graduado de instituto,Trabajo como independiente,"backbone.js (NUEVO), dojo, jQuery, YUI",Masculino,Windows,"Documentación en la web, Cursos en línea",No conozco,No conozco,1 a 3 años,,1 año o menos,Sí,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,4 a 6 años
41369.5297106481,24 - 30 años,Lima,Más de 6 años,No conozco,No conozco,Menos de 1 año,Más de 6 años,,Más de 6 años,Más de 6 años,No conozco,Más de 6 años,1 año o menos,4 a 6 años,Más de 6 años,No conozco,No conozco,Más de 6 años,,De 2501 a 3500,Graduado de universidad,Trabajo como dependiente e independiente,"jQuery, jQuery UI, extjs",Masculino,Windows,"Documentación en la web, En la universidad o instituto, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,Más de 6 años,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,4 a 6 años
41369.5361805556,24 - 30 años,Lima,4 a 6 años,No conozco,No conozco,No conozco,No conozco,,4 a 6 años,4 a 6 años,Menos de 1 año,1 a 3 años,1 año o menos,1 año o menos,4 a 6 años,No conozco,No conozco,No conozco,,De 3501 a 4500,Graduado de instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI, ext.Net",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea",No conozco,No conozco,1 a 3 años,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,4 a 6 años
41369.5362152778,24 - 30 años,La Libertad,4 a 6 años,No conozco,No conozco,1 a 3 años,Más de 6 años,,Más de 6 años,Más de 6 años,1 a 3 años,Más de 6 años,1 año o menos,4 a 6 años,4 a 6 años,No conozco,No conozco,4 a 6 años,,De 4501 a 5500,Maestría,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,Más de 6 años,,No conozco,No,4 a 6 años,1 a 3 años,No conozco,No conozco,,Más de 6 años
41369.5407523148,24 - 30 años,La Libertad,No conozco,Menos de 1 año,No conozco,Más de 6 años,4 a 6 años,,1 a 3 años,Más de 6 años,4 a 6 años,Más de 6 años,No conozco,Más de 6 años,4 a 6 años,No conozco,No conozco,Más de 6 años,,De 2501 a 3500,Maestría,Trabajo como independiente,jQuery,Masculino,Windows,Documentación en la web,Más de 6 años,1 a 3 años,Más de 6 años,,No conozco,Sí,1 a 3 años,Menos de 1 año,Menos de 1 año,No conozco,,Más de 6 años
41369.5451041667,24 - 30 años,La Libertad,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,Menos de 1 año,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 año o menos,No conozco,No conozco,1 a 3 años,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,"jQuery UI, MooTools, Prototype, extjs",Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea",1 a 3 años,No conozco,1 a 3 años,,No conozco,No,Menos de 1 año,No conozco,No conozco,Menos de 1 año,,4 a 6 años
41369.5496412037,24 - 30 años,La Libertad,Menos de 1 año,No conozco,No conozco,No conozco,Más de 6 años,,No conozco,Menos de 1 año,No conozco,Más de 6 años,No conozco,No conozco,No conozco,No conozco,No conozco,Más de 6 años,,Menos de 1500 soles,Maestría,Trabajo como independiente,,Masculino,Windows,Documentación en la web,No conozco,No conozco,No conozco,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,No conozco
41369.5497800926,17 - 23 años,Cajamarca,4 a 6 años,No conozco,No conozco,4 a 6 años,1 a 3 años,,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 año o menos,4 a 6 años,4 a 6 años,No conozco,No conozco,4 a 6 años,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Femenino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo",1 a 3 años,1 a 3 años,1 a 3 años,,No conozco,No,Menos de 1 año,Menos de 1 año,1 a 3 años,No conozco,,4 a 6 años
41369.5603356481,24 - 30 años,Lima,4 a 6 años,No conozco,No conozco,4 a 6 años,No conozco,,1 a 3 años,1 a 3 años,No conozco,4 a 6 años,No conozco,4 a 6 años,4 a 6 años,1 año o menos,No conozco,4 a 6 años,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, En la universidad o instituto",No conozco,No conozco,4 a 6 años,,No conozco,Sí,1 a 3 años,1 a 3 años,Menos de 1 año,Menos de 1 año,,4 a 6 años
41369.5654282407,24 - 30 años,Puno,1 a 3 años,Menos de 1 año,Menos de 1 año,1 a 3 años,Más de 6 años,,4 a 6 años,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,1 a 3 años,1 año o menos,1 año o menos,Más de 6 años,,Menos de 1500 soles,Maestría,Trabajo como dependiente e independiente,"dojo, jQuery, jQuery UI, MooTools",Femenino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas",4 a 6 años,1 a 3 años,Más de 6 años,,No conozco,No,1 a 3 años,No conozco,Menos de 1 año,No conozco,,1 año o menos
41369.6043981482,24 - 30 años,La Libertad,Menos de 1 año,No conozco,No conozco,1 a 3 años,Menos de 1 año,,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,No conozco,No conozco,1 a 3 años,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente,jQuery,Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas",Menos de 1 año,No conozco,Menos de 1 año,,No conozco,No,No conozco,No conozco,No conozco,No conozco,,1 a 3 años
41369.6096412037,17 - 23 años,Lima,1 a 3 años,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,4 a 6 años,Más de 6 años,No conozco,1 a 3 años,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,De 1501 a 2500,En universidad o instituto,No trabajo,"dojo, jQuery, jQuery UI, Prototype",Masculino,Linux,"Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea",1 a 3 años,1 a 3 años,1 a 3 años,,No conozco,No,1 a 3 años,1 a 3 años,Menos de 1 año,No conozco,,Más de 6 años
41369.6154166667,24 - 30 años,Lima,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,4 a 6 años,,4 a 6 años,4 a 6 años,Menos de 1 año,4 a 6 años,No conozco,1 año o menos,1 año o menos,1 año o menos,1 año o menos,4 a 6 años,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI, extjs",Masculino,Linux,"Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas",Menos de 1 año,Menos de 1 año,4 a 6 años,,1 año o menos,Sí,1 a 3 años,Menos de 1 año,Menos de 1 año,Menos de 1 año,,Más de 6 años
41369.6163194444,24 - 30 años,Lima,No conozco,No conozco,No conozco,No conozco,No conozco,,Menos de 1 año,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,No conozco,No conozco,No conozco,No conozco,No conozco,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente,jQuery,Masculino,Windows,Cursos en línea,No conozco,No conozco,1 a 3 años,,No conozco,No,No conozco,No conozco,No conozco,No conozco,,1 año o menos
41369.6184837963,24 - 30 años,Arequipa,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,1 año o menos,1 a 3 años,1 año o menos,No conozco,No conozco,1 año o menos,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente,"jQuery, jQuery UI",Femenino,Windows,"Documentación en la web, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,Menos de 1 año,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,1 a 3 años
41369.67,17 - 23 años,Lambayeque,Menos de 1 año,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,No conozco,No conozco,1 a 3 años,No conozco,No conozco,1 año o menos,,Menos de 1500 soles,En universidad o instituto,No trabajo,"backbone.js (NUEVO), jQuery, jQuery UI, MooTools, Prototype",Masculino,Windows,"Documentación en la web, En la universidad o instituto, Cursos en línea",No conozco,No conozco,Menos de 1 año,,No conozco,Sí,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,,1 a 3 años
41369.6987615741,24 - 30 años,Junín,No conozco,No conozco,No conozco,No conozco,Menos de 1 año,,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 año o menos,1 año o menos,No conozco,No conozco,1 año o menos,No conozco,,Menos de 1500 soles,Escolar,Trabajo como independiente,"jQuery, Prototype, script.aculo.us",Masculino,Linux,"Documentación en la web, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,Menos de 1 año,,1 año o menos,Sí,Menos de 1 año,No conozco,No conozco,Menos de 1 año,,1 año o menos
41369.9309606482,31 - 40 años,Lima,Más de 6 años,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,Más de 6 años,Menos de 1 año,Más de 6 años,Más de 6 años,No conozco,Más de 6 años,No conozco,No conozco,No conozco,,De 1501 a 2500,Graduado de instituto,Trabajo como dependiente e independiente,jQuery,Masculino,Windows,"Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores)",Menos de 1 año,Menos de 1 año,Más de 6 años,,No conozco,Sí,No conozco,No conozco,Menos de 1 año,No conozco,,4 a 6 años
41369.9927083333,24 - 30 años,--Seleccione--,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,4 a 6 años,No conozco,4 a 6 años,No conozco,1 a 3 años,No conozco,No conozco,No conozco,No conozco,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"dojo, jQuery, jQuery UI, Prototype",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo",Menos de 1 año,Menos de 1 año,4 a 6 años,,No conozco,Sí,1 a 3 años,Menos de 1 año,No conozco,Menos de 1 año,,1 a 3 años
41370.0096412037,17 - 23 años,Junín,Menos de 1 año,No conozco,No conozco,1 a 3 años,Menos de 1 año,,No conozco,1 a 3 años,No conozco,1 a 3 años,Más de 6 años,1 a 3 años,1 año o menos,No conozco,No conozco,1 a 3 años,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, En la universidad o instituto, Cursos en línea, En grupos de amigos o compañeros de trabajo",Menos de 1 año,No conozco,Menos de 1 año,,No conozco,No,No conozco,No conozco,No conozco,No conozco,,Más de 6 años
41370.0102546296,31 - 40 años,Lima,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,No conozco,1 a 3 años,Menos de 1 año,1 a 3 años,No conozco,4 a 6 años,1 año o menos,1 año o menos,No conozco,1 año o menos,,De 5501 a 6500,En universidad o instituto,Trabajo como dependiente e independiente,jQuery,Masculino,Linux,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,1 a 3 años,,No conozco,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,4 a 6 años
41370.0160532407,17 - 23 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,4 a 6 años,1 año o menos,1 año o menos,No conozco,No conozco,4 a 6 años,,De 1501 a 2500,Graduado de universidad,Trabajo como independiente,"backbone.js (NUEVO), jQuery, jQuery UI, MooTools",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo",Menos de 1 año,No conozco,1 a 3 años,,No conozco,Sí,No conozco,No conozco,No conozco,Menos de 1 año,,4 a 6 años
41370.017974537,17 - 23 años,--Seleccione--,No conozco,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,4 a 6 años,Menos de 1 año,4 a 6 años,1 a 3 años,1 año o menos,1 año o menos,No conozco,No conozco,1 a 3 años,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente e independiente,"backbone.js (NUEVO), jQuery, jQuery UI, script.aculo.us",Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea",No conozco,No conozco,Menos de 1 año,,No conozco,Sí,No conozco,No conozco,No conozco,Menos de 1 año,,1 a 3 años
41370.0195138889,24 - 30 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,1 a 3 años,1 año o menos,No conozco,No conozco,No conozco,1 a 3 años,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,1 a 3 años,,No conozco,Sí,No conozco,Menos de 1 año,No conozco,No conozco,,1 a 3 años
41370.0314699074,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,4 a 6 años,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,No conozco,No conozco,1 a 3 años,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente e independiente,"backbone.js (NUEVO), jQuery",Femenino,Mac,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo",1 a 3 años,No conozco,1 a 3 años,,No conozco,Sí,Menos de 1 año,No conozco,No conozco,Menos de 1 año,,1 a 3 años
41370.0353240741,17 - 23 años,Lima,Menos de 1 año,Menos de 1 año,Menos de 1 año,4 a 6 años,4 a 6 años,,1 a 3 años,1 a 3 años,4 a 6 años,4 a 6 años,4 a 6 años,1 a 3 años,1 a 3 años,1 año o menos,1 año o menos,4 a 6 años,,Menos de 1500 soles,En universidad o instituto,No trabajo,jQuery,Masculino,Windows,Seminarios web,1 a 3 años,1 a 3 años,1 a 3 años,,No conozco,No,Menos de 1 año,1 a 3 años,1 a 3 años,Menos de 1 año,,4 a 6 años
41370.0358680556,24 - 30 años,Lima,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,1 a 3 años,,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,1 a 3 años,1 año o menos,1 año o menos,No conozco,No conozco,4 a 6 años,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente,"jQuery, MooTools",Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas",Menos de 1 año,Menos de 1 año,Menos de 1 año,,No conozco,No,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,4 a 6 años
41370.0421990741,17 - 23 años,Lima,No conozco,No conozco,No conozco,4 a 6 años,No conozco,,4 a 6 años,4 a 6 años,No conozco,4 a 6 años,1 año o menos,1 año o menos,No conozco,No conozco,No conozco,4 a 6 años,,De 2501 a 3500,En universidad o instituto,Trabajo como dependiente,jQuery,Femenino,Windows,"Documentación en la web, En la universidad o instituto, Cursos de educación continua (fuera de los planes de estudio superiores), En grupos de amigos o compañeros de trabajo",1 a 3 años,No conozco,4 a 6 años,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,Más de 6 años
41370.0454282407,17 - 23 años,Callao,1 a 3 años,Menos de 1 año,No conozco,4 a 6 años,Menos de 1 año,,1 a 3 años,Menos de 1 año,Menos de 1 año,1 a 3 años,1 a 3 años,4 a 6 años,1 a 3 años,No conozco,No conozco,1 a 3 años,,De 4501 a 5500,Graduado de instituto,Trabajo como dependiente e independiente,"backbone.js (NUEVO), dojo, jQuery, jQuery UI, Prototype, EaselJs",Masculino,Linux,"Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo",1 a 3 años,1 a 3 años,1 a 3 años,,No conozco,Sí,1 a 3 años,Menos de 1 año,No conozco,Menos de 1 año,,Más de 6 años
41370.0581018519,24 - 30 años,Lima,1 a 3 años,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,No conozco,No conozco,1 a 3 años,,De 1501 a 2500,Graduado de universidad,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Linux,En la universidad o instituto,No conozco,No conozco,1 a 3 años,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,No conozco
41370.0637152778,17 - 23 años,Callao,No conozco,No conozco,No conozco,1 a 3 años,Más de 6 años,,Menos de 1 año,Más de 6 años,No conozco,Menos de 1 año,4 a 6 años,1 a 3 años,No conozco,No conozco,1 a 3 años,1 a 3 años,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,jQuery,Masculino,Linux,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea",1 a 3 años,No conozco,Más de 6 años,,No conozco,Sí,1 a 3 años,No conozco,No conozco,No conozco,,Más de 6 años
41370.0677893519,24 - 30 años,Lima,Más de 6 años,No conozco,No conozco,Menos de 1 año,1 a 3 años,,4 a 6 años,4 a 6 años,No conozco,4 a 6 años,4 a 6 años,1 año o menos,Más de 6 años,No conozco,No conozco,No conozco,,De 3501 a 4500,Graduado de instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Femenino,Linux,"Seminarios web, Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,4 a 6 años,,No conozco,Sí,No conozco,No conozco,1 a 3 años,No conozco,,1 año o menos
41370.0780324074,24 - 30 años,Lima,4 a 6 años,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,1 a 3 años,4 a 6 años,No conozco,4 a 6 años,1 a 3 años,1 año o menos,4 a 6 años,1 año o menos,No conozco,No conozco,,De 1501 a 2500,Graduado de instituto,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,4 a 6 años,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,1 a 3 años
41370.0878472222,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,1 a 3 años,Menos de 1 año,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,No conozco,1 año o menos,1 año o menos,No conozco,No conozco,1 a 3 años,,--Seleccione--,En universidad o instituto,No trabajo,jQuery,Femenino,Windows,"En la universidad o instituto, Cursos en línea",Menos de 1 año,No conozco,No conozco,,No conozco,No,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,1 a 3 años
41370.0891898148,17 - 23 años,Callao,Menos de 1 año,No conozco,No conozco,1 a 3 años,No conozco,,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,No conozco,1 a 3 años,1 año o menos,No conozco,No conozco,1 a 3 años,,De 2501 a 3500,Graduado de instituto,Trabajo como dependiente,jQuery,Masculino,Windows,"Documentación en la web, En la universidad o instituto",Menos de 1 año,No conozco,Menos de 1 año,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,1 a 3 años
41370.145625,17 - 23 años,La Libertad,No conozco,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 año o menos,1 año o menos,1 año o menos,No conozco,No conozco,1 año o menos,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente,"dojo, jQuery",Femenino,Windows,"Documentación en la web, En la universidad o instituto, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,No conozco,Sí,Menos de 1 año,Menos de 1 año,Menos de 1 año,No conozco,,1 a 3 años
41370.1623148148,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,1 a 3 años,1 año o menos,1 año o menos,No conozco,No conozco,1 a 3 años,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea",No conozco,No conozco,Menos de 1 año,,No conozco,Sí,Menos de 1 año,No conozco,Menos de 1 año,No conozco,,No conozco
